"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"3213","Willem de Kooning","American, born the Netherlands. 1904–1997","American","Male","1904","1997","Q132305","500000974.0"
"22538","Arai Helmet Ltd., Japan","","","","0","0","",""
"42634","Frances Kuehn","","","","0","0","",""
"37280","Paul Wegener","German, 1874–1948","German","","1874","1948","Q66410","500066768.0"
"9985","Ansa Bottle Company, Inc., Muskogee, OK","","","","0","0","",""
"9626","Metal-Lite Products, Inc., Bay City, MI","","","","0","0","",""
"11022","Geomet Inc., New York, NY","est. 1954","","","1954","0","",""
"38018","Kotobuki Seating Company, Tokyo, Japan","est. 1914","Japanese","","1914","0","",""
"6288","Lawrence Weiner","American, born 1942","American","Male","1942","0","Q680192","500013081.0"
"9025","Oy Fiskars Ab, Helsinki","","","","0","0","",""
"3244","George Krause","American, born 1937","American","Male","1937","0","Q5541425","500333542.0"
"27788","Dunne & Raby","UK, est. 1994","British","","1994","0","",""
"10685","Newton Plastics, Newton Upper Falls, MA","","","","0","0","",""
"5318","André Dunoyer de Segonzac","French, 1884–1974","French","Male","1884","1974","Q518406","500024152.0"
"10144","Thyco Electrical Products, Inc., Los Angeles","","","","0","0","",""
"10962","Hammond Research Corp., Gloucester, MA","","","","0","0","",""
"1533","Jan Dibbets","Dutch, born 1941","Dutch","Male","1941","0","Q573374","500010799.0"
"10357","Gross Wood & Co., San Francisco, CA","","","","0","0","",""
"33072","Samuel Cabot Cochran","American, born 1982","American","Male","1982","0","",""
"9554","Crayonne Ltd., Sudbury-on-Thames, England","","","","0","0","",""
"97","Josef Albers","American, born Germany. 1888–1976","American","Male","1888","1976","Q170071","500033049.0"
"11116","Italora S.p.A., Milan, Italy","","","","0","0","",""
"36834","Anna Halprin","American, born 1920","American","Female","1920","0","",""
"11900","Velimir Khlebnikov","Russian, 1885–1922","Russian","Male","1885","1922","",""
"9933","Deutsche Werkstätten für Handwerkskunst, Germany","","","","0","0","",""
"28379","Global Village Shelters, LLC","USA","American","","0","0","",""
"23028","Tibor Kalman","American, born Hungary. 1949–1999","American","Male","1949","1999","",""
"9752","INAX Corporation, Tokoname, Japan","","","","0","0","",""
"40434","Elektrisk Bureau, Oslo","1882 – 1993","","","1882","1993","",""
"4416","Meret Oppenheim","Swiss, 1913–1985","Swiss","Female","1913","1985","Q61594","500029314.0"
"48101","Hiroshi Kawatu","","","","0","0","",""
"11195","J. Merivaara Oy, Helsinki","","","","0","0","",""
"9141","Terraillon S.R.L., Italy","","","","0","0","",""
"9292","Alessi S.p.A., Italy","","Italian","","0","0","",""
"9066","Neselco, Copenhagen","","","","0","0","",""
"36946","Hi Red Center","Japanese, 1963–1964","","","1963","1964","",""
"133038","Hamburgrer Frobelspiel-Handlung, Herm. Evers","","","","0","0","",""
"3530","Sonia Lewitzka","Polish, 1882–1937","Polish","Female","1882","1937","",""
"10031","Prophylactic Brush Co., Prolon Div., Florence, MA","","","","0","0","",""
"9456","Haagsche Plateelbakkerig Rozenburg, The Hague","","","","0","0","",""
"11159","Lexon, France","est. 1990","","","1990","0","",""
"11086","Haskelite Manufacturing Corporation, Chicago, IL","","","","0","0","",""
"6403","Thomas W. Winstead","American, born 1918","American","Male","1918","0","",""
"23340","Standard Möbel, Germany","","","","0","0","",""
"9703","U.S. Armor Corporation","USA","American","","0","0","",""
"10473","Giovannetti, Italy","","","","0","0","",""
"42522","Moustache, Paris","","","","0","0","",""
"28606","Brian DeGraw","American, born 1974","American","Male","1974","0","",""
"10945","Piquot-Meridian (International) SA, Switzerland","","","","0","0","",""
"42756","Marwin Sánchez","","","","0","0","",""
"34539","iGuzzini illuminazione S.p.A.","Italy, est. 1958","","","1958","0","",""
"44955","Pezo von Ellrichshausen","est. 2002","","","2002","0","",""
"9448","Ing. C. Olivetti & C. S.p.A., Ivrea, Italy","","","","0","0","",""
"10651","Droog Design, the Netherlands","","","","0","0","",""
"36892","Song Dong","Chinese, born 1966","Chinese","Male","1966","0","",""
"12501","Gustav Klutsis","Latvian, 1895–1938","Latvian","Male","1895","1938","Q1341721","500015350.0"
"10352","Orrefors, Sweden","","","","0","0","",""
"3814","Frans Masereel","Belgian, 1889–1972","Belgian","Male","1889","1972","Q559297","500022087.0"
"25190","Chloe Piene","American, born 1972","American","Female","1972","0","Q5102880","500121269.0"
"9269","SIG Workshop Co. Ltd., Ishikawa, Japan","","","","0","0","",""
"26521","Louis Séeberger (Séeberger Frères)","French, 1874–1946","French","Male","1874","1946","",""
"9796","Haussmann & Haussmann, Zurich","","","","0","0","",""
"10637","Scientific Optics Ltd., England","","","","0","0","",""
"647","Jay Bolotin","American, born 1949","American","Male","1949","0","",""
"28512","DuCast","United Arab Emirates","Emirati","","0","0","",""
"39110","BERG","UK, est. 2005","","","2005","0","",""
"4344","Thomas Nozkowski","American, 1944–2019","American","Male","1944","2019","",""
"10771","Glasfabrik Johann Loetz Witwe, Klöstermühle, Austria","","","","0","0","",""
"39655","Saunders Corporation, Yonkers, New York","founded 1858","","","1858","0","",""
"29246","Koller-Craft Manufacturing, Inc.","USA","American","","0","0","",""
"68719","Techni-Tool, Inc.","","","","0","0","",""
"35380","A. Lawrence Kocher","American, 1885–1969","American","Male","1885","1969","",""
"6010","Hans Unger","British, 1872–1936","British","Male","1872","1936","",""
"27057","Hymen Lipman","American","American","","0","0","",""
"38024","János Kender","Hungarian, 1937–2009","Hungarian","Male","1937","2009","",""
"3758","Brice Marden","American, born 1938","American","Male","1938","0","Q475416","500118786.0"
"10281","Ermenegildo Collini S.p.A., Milan, Italy","","","","0","0","",""
"10565","Kingsley Electronics, Taiwan","","","","0","0","",""
"1243","Lovis Corinth","German, 1858–1925","German","Male","1858","1925","Q157610","500115384.0"
"41154","Wilhelm Schuler","German, 1875–","German","","1875","0","",""
"6103","Various Artists","Mexican","Mexican","","0","0","",""
"10085","Fortuny","","","","0","0","",""
"27990","Leatherman Tool Group, Inc.","USA, est. 1983","American","","1983","0","",""
"5006","Thomas Roma","American, born 1950","American","Male","1950","0","Q7793626","500339477.0"
"39008","Brett Murray","","","","0","0","",""
"816","Robert Brownjohn","American, 1925–1970","American","Male","1925","1970","",""
"6155","Massimo Vignelli","Italian, 1931–2014","Italian","Male","1931","2014","Q2317903","500078468.0"
"9242","Bracciodiferro S.r.L., Genoa, Italy","","","","0","0","",""
"9289","Cappellini S.p.A., Milan, Italy","","","","0","0","",""
"5640","Frank Stella","American, born 1936","American","Male","1936","0","Q375268","500020533.0"
"26816","Idée (Kurosaki Trading Company), Japan","","","","0","0","",""
"46463","Peter Gabriel","British, born 1950","British","Male","1950","0","",""
"9347","J. & L. Lobmeyr, Vienna","","","","0","0","",""
"3926","Antonio Mendoza","American, born Cuba. 1941","American","Male","1941","0","",""
"9561","W. Rosenlew and Co., Finland","","","","0","0","",""
"11027","Bryce Brothers Co. for the Four Seasons","","","","0","0","",""
"10308","Askon Tehtaat OY, Lahti, Finland","","","","0","0","",""
"27343","René Clair","French, 1898–1981","French","Male","1898","1981","Q55388","500277362.0"
"10336","Skools, Inc., USA","","","","0","0","",""
"4315","Nicholas Nixon","American, born 1947","American","Male","1947","0","Q2309478","500037045.0"
"47915","PocketLab","","","","0","0","",""
"9842","Thonet Frères, Paris, France","","","","0","0","",""
"32940","Carl Hause, Berlin","","","","0","0","",""
"3277","Shigeko Kubota","Japanese, 1937–2015","Japanese","Female","1937","2015","Q3816460","500104766.0"
"11046","Dansk Polyether Industri, Denmark","","","","0","0","",""
"39015","Jane Solomon","","","","0","0","",""
"42157","Ji Weiyu","Chinese, born 1980","Chinese","","1980","0","",""
"38789","Björk","Icelandic, born 1965","Icelandic","Female","1965","0","Q42455",""
"10922","Minolta Camera Co., Ltd., Osaka","","","","0","0","",""
"10131","Ciciban Shoe & Children's Ware Factory, Yugoslavia","","","","0","0","",""
"10652","Sanka Oy Loviisa, Finland","","","","0","0","",""
"9115","Louis Poulsen & Co., Copenhagen, Denmark","","","","0","0","",""
"11039","Best & Lloyd, Ltd., Birmingham, UK","established 1840","","","1840","0","",""
"35165","Brüder Rasch","German","German","","0","0","",""
"26973","Alcoa, Inc., USA","","American","","0","0","",""
"9036","Rosenthal Porzellan A.G., Selb, Germany","","","","0","0","",""
"5124","David Salle","American, born 1952","American","Male","1952","0","Q2637678","500027321.0"
"22504","Design Unit New York, New York, NY","","","","0","0","",""
"10111","Northampton Cutlery Company, Northampton, MA","","","","0","0","",""
"35401","Magis SpA","Italy, est. 1976","","","1976","0","",""
"11048","Eggers, WI","","","","0","0","",""
"9616","The Hobart Manufacturing Company, Troy, Ohio, established 1897","","","","0","0","",""
"24153","N. A. Trotskii","","","","0","0","",""
"10898","Hudson Photographic Industries, Inc., New York","","","","0","0","",""
"37375","yo2 Architects Ltd.","est. 1998","","","1998","0","",""
"9362","Dovoplast, Vienna","","","","0","0","",""
"68373","Les Ateliers Pinton Frères","est. 1867, Felletin, France","French","","1867","0","",""
"9084","Treitel-Gratz Co., Inc., New York, NY","","","","0","0","",""
"74807","Slava Mizin","Russian, born 1962","Russian","Male","1962","0","",""
"10381","Blyde & Co. Ltd., England","","","","0","0","",""
"1398","Bruce Davidson","American, born 1933","American","Male","1933","0","Q962520","500037020.0"
"11162","Rosenthal, Germany","","","","0","0","",""
"30984","Dorit Margreiter","Austrian, born 1967","Austrian","Female","1967","0","Q1245386",""
"10226","Eric Goetz Custom Sailboats, USA","","","","0","0","",""
"27467","Milgo/Bufkin","USA, est. 1916","American","","1916","0","",""
"44939","Bryce Cooper Graña Nicolini Arquitectos","Peru, est. 1966","Peruvian","","1966","0","",""
"4827","Antonin Raymond","American, 1888–1976","American","Male","1888","1976","Q2857569","500030312.0"
"11003","Victorinox","Swiss, est 1884","Swiss","","1884","0","",""
"35225","Art Workers' Coalition","","","","0","0","",""
"37708","Infinitoy, San Mateo, CA; now Alex Brands, USA","","","","0","0","",""
"2141","Alberto Giacometti","Swiss, 1901–1966","Swiss","Male","1901","1966","Q157194","500118871.0"
"10256","Tobe Pascher Workshop, The Jewish Museum, New York, NY","","","","0","0","",""
"10782","Kotobuki Corporation, Japan","","","","0","0","",""
"24147","The Decorative Arts Institute","","","","0","0","",""
"9276","Italjet S.p.A., Bologna","","","","0","0","",""
"27786","Anthony Dunne","British, born 1964","British","Male","1964","0","",""
"45516","Franco Rossi","Italian, 1919–2000","Italian","Male","1919","2000","",""
"10505","R. Kirsch, Germany","","","","0","0","",""
"1245","Eugène Corneau","French, 1894–1976","French","Male","1894","1976","",""
"915","Marcelle Cahn","French, 1895–1981","French","Female","1895","1981","",""
"74388","Miljohn Ruperto","Filipino, born 1971","Filipino","","1971","0","",""
"47512","Cindy Bernard","American, born 1959","American","Female","1959","0","",""
"9760","N.V. Koninklijke Nederlandse Glasfabriek, Leerdam, The Netherlands","","","","0","0","",""
"66134","Otto Haesler","German, 1880–1962","German","Male","1880","1962","",""
"9389","Kandya, England","","","","0","0","",""
"24620","Cleverline, the Netherlands","","","","0","0","",""
"3030","On Kawara","Japanese, 1933–2014","Japanese","Male","1933","0","Q698256","500120601.0"
"22528","ERCO Leuchten KG, Germany","","","","0","0","",""
"39398","littleBits","USA","","","0","0","",""
"838","Tadeusz Brzozowski","Polish, 1918–1987","Polish","Male","1918","1987","Q475148","500009828.0"
"11201","Archent Limited, Sheffield, England","","","","0","0","",""
"9405","Chemex Corp., New York, NY","","","","0","0","",""
"37852","David J. Lewis","American, born 1966","American","Male","1966","0","",""
"6382","William T. Williams","American, born 1942","American","Male","1942","0","Q8019143","500002663.0"
"67453","Leng Lin","Chinese, born 1965","Chinese","Male","1965","0","",""
"6832","Martha Rosler","American, born 1943","American","Female","1943","0","Q1903090","500097623.0"
"10398","Shop of Samuel Gragg, Furniture Warehouse, Boston, MA","","","","0","0","",""
"28514","ECCLES","China","Chinese","","0","0","",""
"6105","Various Artists","American","American","","0","0","",""
"25842","Eileen Gray Workshop, Paris, France","","","","0","0","",""
"9620","BP Solar (British Petroleum Solar), Aylesbury, England","","","","0","0","",""
"37603","Tom Duffield","","","Male","0","0","",""
"67013","Ljungberg's Textile AB","founded 1948","","","1948","0","",""
"42006","Tigrett Enterprises Playhouse Division","","American","","0","0","",""
"30060","Moroso S.p.A.","Italy","","","0","0","",""
"32208","Jem Cohen","American, born Afghanistan, born 1962","American","Male","1962","0","Q6177037","500114615.0"
"11166","Poul Jeppesen, Denmark","","","Male","0","0","",""
"6194","Édouard Vuillard","French, 1868–1940","French","Male","1868","1940","Q239394","500014954.0"
"30726","Plank Collezioni Srl","Ora, Italy, est. 1983","Italian","","1983","0","",""
"32726","Montis b.v., the Netherlands","est. 1975","","","1975","0","",""
"10783","Heifetz Mfg. Co., New York, NY","","","","0","0","",""
"3580","George Lockwood","American, 1929–1969","American","Male","1929","1969","",""
"10287","AB Rörstrands Porslinsfabriker, Lidköping, Sweden","","Swedish","","0","0","",""
"40803","Bernard Bazile","French, born 1952","","","1952","0","",""
"23053","Mag Instrument, Inc., Ontario, CA","est. 1955","American","","1955","0","",""
"27544","Bauhaus Metal Workshop, Weimar, Germany","","German","","0","0","",""
"10289","Tiffany Furnaces, Corona, NY","","","","0","0","",""
"9262","Elco Bellato, Venice","","","","0","0","",""
"9156","Vereinigte Lausitzer Glaswerke A.G., Weisswasser, Germany","","","","0","0","",""
"49176","George Stone","British, born 1952","British","Male","1952","0","",""
